36500
0.01
10.0
12
0.E0			0.E0			0.E0			0.E0			0.E0			0.E0			1.000000000000E+00
8.968367955950400E-02  	2.992196150489325E-01  	1.599362695939906E-02  	-3.263506651781252E-02  8.994926847931269E-03  	3.728209609803519E-03	1.660137511829E-07
-7.157250830876660E-01 	-5.463746561907697E-03  4.119492719005560E-02   1.571327619572131E-04 	-2.030702486642804E-02 	-2.877803459876483E-04	2.447838574118E-06
-9.927202732475465E-01 	-3.572900718985997E-02 	-1.457459024144764E-04  4.051841001203786E-04 	-1.725183415131579E-02  1.301878530083015E-06	3.003489649305E-06
-9.914683748364874E-01 	-3.803825007514551E-02 	-9.963246241966182E-06  8.943140968012874E-04 	-1.695218148390565E-02 	-4.354174861405983E-05	3.694303313578E-08
6.964271442280220E-01  	1.336186237410552E+00  	1.074113383386008E-02  	-1.188514840056006E-02  7.661099748032458E-03  	4.520818773004982E-04	3.227150370113E-07
-5.218545007266457E+00 	-1.573296133029459E+00  1.232426758421258E-01   2.089612419969210E-03 	-6.867936621102540E-03 	-1.826325534616215E-05	9.545940905010E-04
-1.444219825937719E+00 	-9.941663023738931E+00  2.303359552729894E-01   5.214363552028829E-03 	-8.202877354316839E-04 	-1.929777394638974E-04	2.858150131820E-04
1.821297304478037E+01  	8.107332098409824E+00 	-2.058417371481961E-01  -1.628389773951803E-03  3.409882688003075E-03  	3.384857367884728E-05	4.365804741567E-05
2.841901110626624E+01 	-9.447028517683961E+00 	-4.604010687768234E-01  9.694142585199833E-04  	2.997924119743549E-03 	-8.374103237166192E-05	5.150313714253E-05
9.911780279031699E+00 	-3.177666918637830E+01  5.332377813548366E-01   3.072019865872833E-03  	2.921185031268098E-04 	-9.159655153717684E-04	6.573611333831E-09
-2.045763431393951E+01  2.590991454535577E+01 	-9.898001739854097E+00  7.060607537318843E-05  	7.696570932507430E-04 	-1.082066924957643E-04	1.106337098903E-16
